Year,Round,Region,Team1,Seed1,Team2,Seed2,Score,Winner,Team1_Conf,Team1_Wins,Team1_Losses,Team1_WinPct,Team1_NetRtg,Team1_ORtg,Team1_DRtg,Team2_Conf,Team2_Wins,Team2_Losses,Team2_WinPct,Team2_NetRtg,Team2_ORtg,Team2_DRtg
2014,Sweet 16,East,Iowa St.,3,Connecticut,7,76-81,UConn,B12,28,8,0.7777777777777778,21.07,118.9,97.8,Amer,32,8,0.8,22.13,113.6,91.5
2014,Sweet 16,West,Arizona,1,San Diego St.,4,70-64,Arizona,P12,33,5,0.868421052631579,30.11,116.5,86.4,MWC,31,5,0.8611111111111112,20.38,110.4,90.0
2014,Sweet 16,West,Baylor,6,Wisconsin,2,52-69,Wisconsin,B12,26,12,0.6842105263157895,19.39,118.9,99.5,B10,30,8,0.7894736842105263,25.89,122.0,96.1
2014,Sweet 16,South,Florida,1,UCLA,4,79-68,Florida,SEC,36,3,0.9230769230769231,28.57,116.5,88.0,P12,28,9,0.7567567567567568,22.53,118.7,96.1
2014,Sweet 16,South,Dayton,11,Stanford,10,82-72,Dayton,A10,26,11,0.7027027027027027,14.25,113.8,99.6,P12,23,13,0.6388888888888888,16.06,112.4,96.4
2014,Sweet 16,Midwest,Kentucky,8,Louisville,4,74-69,Kentucky,SEC,29,11,0.725,22.55,118.3,95.8,Amer,31,6,0.8378378378378378,30.41,118.9,88.5
2014,Sweet 16,Midwest,Tennessee,11,Michigan,2,71-73,Michigan,SEC,24,13,0.6486486486486487,23.69,117.9,94.2,B10,28,9,0.7567567567567568,23.44,123.9,100.5
2014,Elite Eight,East,Michigan St.,4,Connecticut,7,54-60,UConn,B10,29,9,0.7631578947368421,23.92,118.6,94.7,Amer,32,8,0.8,22.13,113.6,91.5
2014,Elite Eight,West,Arizona,1,Wisconsin,2,63-64,Wisconsin,P12,33,5,0.868421052631579,30.11,116.5,86.4,B10,30,8,0.7894736842105263,25.89,122.0,96.1
2014,Elite Eight,South,Florida,1,Dayton,11,62-52,Florida,SEC,36,3,0.9230769230769231,28.57,116.5,88.0,A10,26,11,0.7027027027027027,14.25,113.8,99.6
2014,Elite Eight,Midwest,Kentucky,8,Michigan,2,75-72,Kentucky,SEC,29,11,0.725,22.55,118.3,95.8,B10,28,9,0.7567567567567568,23.44,123.9,100.5
2014,Final Four,National,Florida,1,Connecticut,7,53-63,UConn,SEC,36,3,0.9230769230769231,28.57,116.5,88.0,Amer,32,8,0.8,22.13,113.6,91.5
2014,Final Four,National,Wisconsin,2,Kentucky,8,73-74,Kentucky,B10,30,8,0.7894736842105263,25.89,122.0,96.1,SEC,29,11,0.725,22.55,118.3,95.8
2014,Championship,National,Connecticut,7,Kentucky,8,60-54,UConn,Amer,32,8,0.8,22.13,113.6,91.5,SEC,29,11,0.725,22.55,118.3,95.8
2015,First Round,East,Villanova,1,Lafayette,16,93-52,Villanova,BE,33,3,0.9166666666666666,30.65,122.7,92.0,Pat,20,13,0.6060606060606061,-2.14,112.9,115.1
2015,First Round,East,N.C. State,8,LSU,9,66-65,NC State,ACC,22,14,0.6111111111111112,15.93,114.9,98.9,SEC,22,11,0.6666666666666666,13.76,108.9,95.1
2015,First Round,East,Northern Iowa,5,Wyoming,12,71-54,Northern Iowa,MVC,31,4,0.8857142857142857,20.98,116.3,95.3,MWC,25,10,0.7142857142857143,5.67,104.8,99.1
2015,First Round,East,Louisville,4,UC Irvine,13,57-55,Louisville,ACC,27,9,0.75,21.21,110.2,88.9,BW,21,13,0.6176470588235294,7.09,106.3,99.2
2015,First Round,East,Providence,6,Dayton,11,53-66,Dayton,BE,22,12,0.6470588235294118,16.72,112.6,95.9,A10,27,9,0.75,14.24,109.2,95.0
2015,First Round,East,Oklahoma,3,Albany,14,69-60,Oklahoma,B12,24,11,0.6857142857142857,22.8,112.5,89.7,AE,24,9,0.7272727272727273,3.29,107.2,103.9
2015,First Round,East,Michigan St.,7,Georgia,10,70-63,Michigan St.,B10,27,12,0.6923076923076923,21.72,116.6,94.9,SEC,21,12,0.6363636363636364,15.09,109.6,94.5
2015,First Round,East,Virginia,2,Belmont,15,79-67,Virginia,ACC,30,4,0.8823529411764706,30.06,115.6,85.5,OVC,22,11,0.6666666666666666,2.27,110.2,107.9
2015,First Round,West,Wisconsin,1,Coastal Carolina,16,86-72,Wisconsin,B10,36,4,0.9,33.72,129.0,95.2,BSth,24,10,0.7058823529411765,2.38,106.7,104.3
2015,First Round,West,Oregon,8,Oklahoma St.,9,79-73,Oregon,P12,26,10,0.7222222222222222,13.88,115.2,101.3,B12,18,14,0.5625,14.92,111.8,96.8
2015,First Round,West,Arkansas,5,Wofford,12,56-53,Arkansas,SEC,27,9,0.75,16.44,114.7,98.3,SC,28,7,0.8,6.72,105.2,98.5
2015,First Round,West,North Carolina,4,Harvard,13,67-65,North Carolina,ACC,26,12,0.6842105263157895,23.85,119.1,95.3,Ivy,22,8,0.7333333333333333,9.23,104.8,95.6
2015,First Round,West,Xavier,6,Mississippi,11,76-57,Xavier,BE,23,14,0.6216216216216216,19.49,116.6,97.1,SEC,21,13,0.6176470588235294,13.88,114.5,100.6
2015,First Round,West,Baylor,3,Georgia St.,14,56-57,Georgia St.,B12,24,10,0.7058823529411765,22.14,116.6,94.5,SB,25,10,0.7142857142857143,10.32,111.6,101.3
2015,First Round,West,VCU,7,Ohio St.,10,72-75,Ohio St.,A10,26,10,0.7222222222222222,16.27,111.1,94.9,B10,24,11,0.6857142857142857,20.75,115.6,94.8
2015,First Round,West,Arizona,2,Texas Southern,15,93-72,Arizona,P12,34,4,0.8947368421052632,32.36,119.9,87.5,SWAC,22,13,0.6285714285714286,-3.84,104.1,107.9
2015,First Round,South,Duke,1,Robert Morris,16,85-56,Duke,ACC,35,4,0.8974358974358975,32.48,124.5,92.0,NEC,20,15,0.5714285714285714,-1.39,103.1,104.5
2015,First Round,South,San Diego St.,8,St. John's,9,76-64,San Diego St.,MWC,27,9,0.75,15.95,104.9,89.0,BE,21,12,0.6363636363636364,13.7,110.7,97.0
2015,First Round,South,Utah,5,Stephen F. Austin,12,57-50,SF Austin,P12,26,9,0.7428571428571429,27.24,116.4,89.2,Slnd,29,5,0.8529411764705882,13.64,113.9,100.3
2015,First Round,South,Georgetown,4,Eastern Washington,13,84-74,Georgetown,BE,22,11,0.6666666666666666,19.13,114.3,95.1,BSky,26,9,0.7428571428571429,3.25,112.9,109.6
2015,First Round,South,SMU,6,UCLA,11,59-60,UCLA,Amer,27,7,0.7941176470588235,17.51,113.1,95.6,P12,22,14,0.6111111111111112,14.65,112.9,98.2
2015,First Round,South,Iowa St.,3,UAB,14,59-60,UAB,B12,25,9,0.7352941176470589,21.49,119.0,97.5,CUSA,20,16,0.5555555555555556,3.06,104.9,101.9
2015,First Round,South,Iowa,7,Davidson,10,83-52,Iowa,B10,22,12,0.6470588235294118,19.02,114.2,95.1,A10,24,8,0.75,15.0,119.7,104.7
2015,First Round,South,Gonzaga,2,North Dakota St.,15,86-76,Gonzaga,WCC,35,3,0.9210526315789473,27.78,121.7,93.9,Sum,23,10,0.696969696969697,1.41,103.8,102.4
2015,First Round,Midwest,Kentucky,1,Hampton,16,79-56,Kentucky,SEC,38,1,0.9743589743589743,36.91,121.3,84.4,MEAC,17,18,0.4857142857142857,-7.4,96.6,104.0
2015,First Round,Midwest,Cincinnati,8,Purdue,9,66-65,Cincinatti,Amer,23,11,0.6764705882352942,14.15,108.2,94.0,B10,21,13,0.6176470588235294,13.96,110.9,97.0
2015,First Round,Midwest,West Virginia,5,Buffalo,12,68-62,West Virginia,B12,25,10,0.7142857142857143,17.64,112.6,94.9,MAC,23,10,0.696969696969697,11.87,111.3,99.4
2015,First Round,Midwest,Maryland,4,Valparaiso,13,65-62,Maryland,B10,28,7,0.8,15.68,111.3,95.7,Horz,28,6,0.8235294117647058,11.13,107.4,96.3
2015,First Round,Midwest,Butler,6,Texas Southern,11,56-48,Butler,BE,23,11,0.6764705882352942,20.09,110.2,90.1,SWAC,22,13,0.6285714285714286,-3.84,104.1,107.9
2015,First Round,Midwest,Notre Dame,3,Northeastern,14,69-65,Notre Dame,ACC,32,6,0.8421052631578947,24.96,125.4,100.4,CAA,23,12,0.6571428571428571,5.12,108.3,103.1
2015,First Round,Midwest,Wichita St.,7,Indiana,10,81-76,Wichita St.,MVC,30,5,0.8571428571428571,22.21,115.8,93.6,B10,20,14,0.5882352941176471,13.83,119.8,106.0
2015,First Round,Midwest,Kansas,2,New Mexico St.,15,75-56,Kansas,B12,27,9,0.75,22.72,114.5,91.8,WAC,23,11,0.6764705882352942,6.63,107.4,100.8
2015,Second Round,East,Villanova,1,N.C. State,8,68-71,NC State,BE,33,3,0.9166666666666666,30.65,122.7,92.0,ACC,22,14,0.6111111111111112,15.93,114.9,98.9
2015,Second Round,East,Northern Iowa,5,Louisville,4,53-66,Louisville,MVC,31,4,0.8857142857142857,20.98,116.3,95.3,ACC,27,9,0.75,21.21,110.2,88.9
2015,Second Round,East,Dayton,11,Oklahoma,3,66-72,Oklahoma,A10,27,9,0.75,14.24,109.2,95.0,B12,24,11,0.6857142857142857,22.8,112.5,89.7
2015,Second Round,East,Michigan St.,7,Virginia,2,60-54,Michigan St.,B10,27,12,0.6923076923076923,21.72,116.6,94.9,ACC,30,4,0.8823529411764706,30.06,115.6,85.5
2015,Second Round,West,Wisconsin,1,Oregon,8,72-65,Wisconsin,B10,36,4,0.9,33.72,129.0,95.2,P12,26,10,0.7222222222222222,13.88,115.2,101.3
2015,Second Round,West,Arkansas,5,North Carolina,4,78-87,North Carolina,SEC,27,9,0.75,16.44,114.7,98.3,ACC,26,12,0.6842105263157895,23.85,119.1,95.3
2015,Second Round,West,Xavier,6,Georgia St.,14,75-67,Xavier,BE,23,14,0.6216216216216216,19.49,116.6,97.1,SB,25,10,0.7142857142857143,10.32,111.6,101.3
2015,Second Round,West,Ohio St.,10,Arizona,2,58-73,Arizona,B10,24,11,0.6857142857142857,20.75,115.6,94.8,P12,34,4,0.8947368421052632,32.36,119.9,87.5
2015,Second Round,South,Duke,1,San Diego St.,8,68-49,Duke,ACC,35,4,0.8974358974358975,32.48,124.5,92.0,MWC,27,9,0.75,15.95,104.9,89.0
2015,Second Round,South,Utah,5,Georgetown,4,75-64,Utah,P12,26,9,0.7428571428571429,27.24,116.4,89.2,BE,22,11,0.6666666666666666,19.13,114.3,95.1
2015,Second Round,South,UCLA,11,UAB,14,92-75,UCLA,P12,22,14,0.6111111111111112,14.65,112.9,98.2,CUSA,20,16,0.5555555555555556,3.06,104.9,101.9
2015,Second Round,South,Iowa,7,Gonzaga,2,68-87,Gonzaga,B10,22,12,0.6470588235294118,19.02,114.2,95.1,WCC,35,3,0.9210526315789473,27.78,121.7,93.9
2015,Second Round,Midwest,Kentucky,1,Cincinnati,8,64-51,Kentucky,SEC,38,1,0.9743589743589743,36.91,121.3,84.4,Amer,23,11,0.6764705882352942,14.15,108.2,94.0
2015,Second Round,Midwest,West Virginia,5,Maryland,4,69-59,West Virginia,B12,25,10,0.7142857142857143,17.64,112.6,94.9,B10,28,7,0.8,15.68,111.3,95.7
2015,Second Round,Midwest,Butler,6,Notre Dame,3,64-67,Notre Dame,BE,23,11,0.6764705882352942,20.09,110.2,90.1,ACC,32,6,0.8421052631578947,24.96,125.4,100.4
2015,Second Round,Midwest,Wichita St.,7,Kansas,2,78-65,Wichita St.,MVC,30,5,0.8571428571428571,22.21,115.8,93.6,B12,27,9,0.75,22.72,114.5,91.8
2015,Sweet 16,East,N.C. State,8,Louisville,4,65-75,Louisville,ACC,22,14,0.6111111111111112,15.93,114.9,98.9,ACC,27,9,0.75,21.21,110.2,88.9
2015,Sweet 16,East,Oklahoma,3,Michigan St.,7,58-62,Michigan St.,B12,24,11,0.6857142857142857,22.8,112.5,89.7,B10,27,12,0.6923076923076923,21.72,116.6,94.9
2015,Sweet 16,West,Wisconsin,1,North Carolina,4,79-72,Wisconsin,B10,36,4,0.9,33.72,129.0,95.2,ACC,26,12,0.6842105263157895,23.85,119.1,95.3
2015,Sweet 16,West,Xavier,6,Arizona,2,60-68,Arizona,BE,23,14,0.6216216216216216,19.49,116.6,97.1,P12,34,4,0.8947368421052632,32.36,119.9,87.5
2015,Sweet 16,South,Duke,1,Utah,5,63-57,Duke,ACC,35,4,0.8974358974358975,32.48,124.5,92.0,P12,26,9,0.7428571428571429,27.24,116.4,89.2
2015,Sweet 16,South,UCLA,11,Gonzaga,2,62-74,Gonzaga,P12,22,14,0.6111111111111112,14.65,112.9,98.2,WCC,35,3,0.9210526315789473,27.78,121.7,93.9
2015,Sweet 16,Midwest,Kentucky,1,West Virginia,5,78-39,Kentucky,SEC,38,1,0.9743589743589743,36.91,121.3,84.4,B12,25,10,0.7142857142857143,17.64,112.6,94.9
2015,Sweet 16,Midwest,Notre Dame,3,Wichita St.,7,81-70,Notre Dame,ACC,32,6,0.8421052631578947,24.96,125.4,100.4,MVC,30,5,0.8571428571428571,22.21,115.8,93.6
2015,Elite Eight,East,Louisville,4,Michigan St.,7,70-76,Michigan St.,ACC,27,9,0.75,21.21,110.2,88.9,B10,27,12,0.6923076923076923,21.72,116.6,94.9
2015,Elite Eight,West,Wisconsin,1,Arizona,2,85-78,Wisconsin,B10,36,4,0.9,33.72,129.0,95.2,P12,34,4,0.8947368421052632,32.36,119.9,87.5
2015,Elite Eight,South,Duke,1,Gonzaga,2,66-52,Duke,ACC,35,4,0.8974358974358975,32.48,124.5,92.0,WCC,35,3,0.9210526315789473,27.78,121.7,93.9
2015,Elite Eight,Midwest,Kentucky,1,Notre Dame,3,68-66,Kentucky,SEC,38,1,0.9743589743589743,36.91,121.3,84.4,ACC,32,6,0.8421052631578947,24.96,125.4,100.4
2015,Final Four,National,Kentucky,1,Wisconsin,1,64-71,Wisconsin,SEC,38,1,0.9743589743589743,36.91,121.3,84.4,B10,36,4,0.9,33.72,129.0,95.2
2015,Final Four,National,Michigan St.,7,Duke,1,61-81,Duke,B10,27,12,0.6923076923076923,21.72,116.6,94.9,ACC,35,4,0.8974358974358975,32.48,124.5,92.0
2015,Championship,National,Wisconsin,1,Duke,1,63-68,Duke,B10,36,4,0.9,33.72,129.0,95.2,ACC,35,4,0.8974358974358975,32.48,124.5,92.0
2016,First Round,East,North Carolina,1,Florida Gulf Coast,16,83-67,North Carolina,ACC,33,7,0.825,29.82,124.4,94.6,ASun,21,14,0.6,-0.08,103.6,103.7
2016,First Round,East,USC,8,Providence,9,69-70,Providence,P12,21,13,0.6176470588235294,14.25,113.9,99.7,BE,24,11,0.6857142857142857,14.49,110.0,95.5
2016,First Round,East,Indiana,5,Chattanooga,12,99-74,Indiana,B10,27,8,0.7714285714285715,23.05,121.7,98.7,SC,29,6,0.8285714285714286,6.5,107.5,101.0
2016,First Round,East,Kentucky,4,Stony Brook,13,85-57,Kentucky,SEC,27,9,0.75,25.14,121.8,96.6,AE,26,7,0.7878787878787878,8.13,107.3,99.1
2016,First Round,East,Notre Dame,6,Michigan,11,70-63,Notre Dame,ACC,24,12,0.6666666666666666,16.6,120.6,104.0,B10,23,13,0.6388888888888888,14.15,114.6,100.5
2016,First Round,East,West Virginia,3,Stephen F. Austin,14,56-70,SF Austin,B12,26,9,0.7428571428571429,24.45,115.3,90.9,Slnd,28,6,0.8235294117647058,15.62,112.2,96.6
2016,First Round,East,Wisconsin,7,Pittsburgh,10,47-43,Wisconsin,B10,22,13,0.6285714285714286,16.55,110.1,93.6,ACC,21,12,0.6363636363636364,16.6,114.9,98.3
2016,First Round,East,Xavier,2,Weber St.,15,71-53,Xavier,BE,28,6,0.8235294117647058,22.52,117.1,94.6,BSky,26,9,0.7428571428571429,2.45,103.4,100.9
2016,First Round,West,Oregon,1,Holy Cross,16,91-52,Oregon,P12,31,7,0.8157894736842105,22.68,119.1,96.4,Pat,15,20,0.42857142857142855,-11.39,97.1,108.5
2016,First Round,West,Saint Joseph's,8,Cincinnati,9,78-76,Saint Joesph's,A10,28,8,0.7777777777777778,15.37,114.3,98.9,Amer,22,11,0.6666666666666666,17.06,111.2,94.1
2016,First Round,West,Baylor,5,Yale,12,75-79,Yale,B12,22,12,0.6470588235294118,19.06,118.9,99.8,Ivy,23,7,0.7666666666666667,14.33,110.4,96.0
2016,First Round,West,Duke,4,UNC Wilmington,13,93-85,Duke,ACC,25,11,0.6944444444444444,21.87,121.9,100.0,CAA,25,8,0.7575757575757576,9.21,110.7,101.5
2016,First Round,West,Texas,6,Northern Iowa,11,72-75,Northern Iowa,B12,20,13,0.6060606060606061,16.19,113.0,96.8,MVC,23,13,0.6388888888888888,11.13,109.6,98.5
2016,First Round,West,Texas A&M,3,Green Bay,14,92-65,Texas A&M,SEC,28,9,0.7567567567567568,21.26,113.8,92.5,Horz,23,13,0.6388888888888888,3.74,108.3,104.6
2016,First Round,West,Oregon St.,7,VCU,10,67-75,VCU,P12,19,13,0.59375,11.65,110.7,99.1,A10,25,11,0.6944444444444444,17.07,112.1,95.0
2016,First Round,West,Oklahoma,2,Cal St. Bakersfield,15,82-68,Oklahoma,B12,29,8,0.7837837837837838,23.78,117.9,94.1,WAC,24,9,0.7272727272727273,6.26,104.0,97.8
2016,First Round,South,Kansas,1,Austin Peay,16,105-79,Kansas,B12,33,5,0.868421052631579,29.67,120.0,90.4,OVC,18,18,0.5,-5.1,104.5,109.6
2016,First Round,South,Colorado,8,Connecticut,9,67-74,Uconn,P12,22,12,0.6470588235294118,12.91,108.8,95.9,Amer,25,11,0.6944444444444444,18.71,111.9,93.2
2016,First Round,South,Maryland,5,South Dakota St.,12,79-74,Maryland,B10,27,9,0.75,20.25,116.2,95.9,Sum,26,8,0.7647058823529411,9.57,111.4,101.8
2016,First Round,South,California,4,Hawaii,13,66-77,Hawai'i,P12,23,11,0.6764705882352942,18.32,112.5,94.2,BW,28,6,0.8235294117647058,12.16,108.2,96.1
2016,First Round,South,Arizona,6,Wichita St.,11,55-66,Wichita St.,P12,25,9,0.7352941176470589,20.97,116.8,95.8,MVC,26,9,0.7428571428571429,22.53,111.3,88.7
2016,First Round,South,Miami FL,3,Buffalo,14,79-72,Miami,ACC,27,8,0.7714285714285715,22.44,119.4,96.9,MAC,20,15,0.5714285714285714,2.95,105.9,102.9
2016,First Round,South,Iowa,7,Temple,10,72-70,Iowa,B10,22,11,0.6666666666666666,20.24,116.1,95.9,Amer,21,12,0.6363636363636364,8.82,107.0,98.1
2016,First Round,South,Villanova,2,UNC Asheville,15,86-56,Villanova,BE,35,5,0.875,32.01,122.8,90.8,BSth,22,12,0.6470588235294118,3.44,103.6,100.1
2016,First Round,Midwest,Virginia,1,Hampton,16,81-45,Virginia,ACC,29,8,0.7837837837837838,29.64,120.6,91.0,MEAC,21,11,0.65625,-7.4,99.8,107.2
2016,First Round,Midwest,Texas Tech,8,Butler,9,61-71,Butler,B12,19,13,0.59375,13.78,113.2,99.4,BE,22,11,0.6666666666666666,17.27,118.0,100.7
2016,First Round,Midwest,Purdue,5,Arkansas Little Rock,12,83-85,Little Rock,B10,26,9,0.7428571428571429,23.85,116.9,93.1,SB,30,5,0.8571428571428571,13.24,109.2,96.0
2016,First Round,Midwest,Iowa St.,4,Iona,13,94-81,Iowa St.,B12,23,12,0.6571428571428571,20.95,121.2,100.3,MAAC,22,11,0.6666666666666666,7.13,110.5,103.4
2016,First Round,Midwest,Seton Hall,6,Gonzaga,11,52-68,Gonzaga,BE,25,9,0.7352941176470589,18.27,111.1,92.9,WCC,28,8,0.7777777777777778,20.82,116.3,95.5
2016,First Round,Midwest,Utah,3,Fresno St.,14,80-69,Utah,P12,27,9,0.75,16.79,115.6,98.8,MWC,25,10,0.7142857142857143,6.63,107.4,100.8
2016,First Round,Midwest,Dayton,7,Syracuse,10,51-70,Syracuse,A10,25,8,0.7575757575757576,12.63,106.6,94.0,ACC,23,14,0.6216216216216216,18.57,112.7,94.1
2016,First Round,Midwest,Michigan St.,2,Middle Tennessee,15,81-90,MTSU,B10,29,6,0.8285714285714286,27.97,123.4,95.5,CUSA,25,10,0.7142857142857143,4.76,104.6,99.9
2016,Second Round,East,North Carolina,1,Providence,9,85-66,North Carolina,ACC,33,7,0.825,29.82,124.4,94.6,BE,24,11,0.6857142857142857,14.49,110.0,95.5
2016,Second Round,East,Indiana,5,Kentucky,4,73-67,Indiana,B10,27,8,0.7714285714285715,23.05,121.7,98.7,SEC,27,9,0.75,25.14,121.8,96.6
2016,Second Round,East,Notre Dame,6,Stephen F. Austin,14,76-75,Notre Dame,ACC,24,12,0.6666666666666666,16.6,120.6,104.0,Slnd,28,6,0.8235294117647058,15.62,112.2,96.6
2016,Second Round,East,Wisconsin,7,Xavier,2,66-63,Wisconsin,B10,22,13,0.6285714285714286,16.55,110.1,93.6,BE,28,6,0.8235294117647058,22.52,117.1,94.6
2016,Second Round,West,Oregon,1,Saint Joseph's,8,69-64,Oregon,P12,31,7,0.8157894736842105,22.68,119.1,96.4,A10,28,8,0.7777777777777778,15.37,114.3,98.9
2016,Second Round,West,Yale,12,Duke,4,64-71,Duke,Ivy,23,7,0.7666666666666667,14.33,110.4,96.0,ACC,25,11,0.6944444444444444,21.87,121.9,100.0
2016,Second Round,West,Northern Iowa,11,Texas A&M,3,88-92,Texas A&M,MVC,23,13,0.6388888888888888,11.13,109.6,98.5,SEC,28,9,0.7567567567567568,21.26,113.8,92.5
2016,Second Round,West,VCU,10,Oklahoma,2,81-85,Oklahoma,A10,25,11,0.6944444444444444,17.07,112.1,95.0,B12,29,8,0.7837837837837838,23.78,117.9,94.1
2016,Second Round,South,Kansas,1,Connecticut,9,73-61,Kansas,B12,33,5,0.868421052631579,29.67,120.0,90.4,Amer,25,11,0.6944444444444444,18.71,111.9,93.2
2016,Second Round,South,Maryland,5,Hawaii,13,73-60,Maryland,B10,27,9,0.75,20.25,116.2,95.9,BW,28,6,0.8235294117647058,12.16,108.2,96.1
2016,Second Round,South,Wichita St.,11,Miami FL,3,57-65,Miami,MVC,26,9,0.7428571428571429,22.53,111.3,88.7,ACC,27,8,0.7714285714285715,22.44,119.4,96.9
2016,Second Round,South,Iowa,7,Villanova,2,68-87,Villanova,B10,22,11,0.6666666666666666,20.24,116.1,95.9,BE,35,5,0.875,32.01,122.8,90.8
2016,Second Round,Midwest,Virginia,1,Butler,9,77-69,Virginia,ACC,29,8,0.7837837837837838,29.64,120.6,91.0,BE,22,11,0.6666666666666666,17.27,118.0,100.7
2016,Second Round,Midwest,Arkansas Little Rock,12,Iowa St.,4,61-78,Iowa St.,SB,30,5,0.8571428571428571,13.24,109.2,96.0,B12,23,12,0.6571428571428571,20.95,121.2,100.3
2016,Second Round,Midwest,Gonzaga,11,Utah,3,82-59,Gonzaga,WCC,28,8,0.7777777777777778,20.82,116.3,95.5,P12,27,9,0.75,16.79,115.6,98.8
2016,Second Round,Midwest,Syracuse,10,Middle Tennessee,15,75-50,Syracuse,ACC,23,14,0.6216216216216216,18.57,112.7,94.1,CUSA,25,10,0.7142857142857143,4.76,104.6,99.9
2016,Sweet 16,East,North Carolina,1,Indiana,5,101-86,North Carolina,ACC,33,7,0.825,29.82,124.4,94.6,B10,27,8,0.7714285714285715,23.05,121.7,98.7
2016,Sweet 16,East,Notre Dame,6,Wisconsin,7,61-56,Notre Dame,ACC,24,12,0.6666666666666666,16.6,120.6,104.0,B10,22,13,0.6285714285714286,16.55,110.1,93.6
2016,Sweet 16,West,Oregon,1,Duke,4,82-68,Oregon,P12,31,7,0.8157894736842105,22.68,119.1,96.4,ACC,25,11,0.6944444444444444,21.87,121.9,100.0
2016,Sweet 16,West,Texas A&M,3,Oklahoma,2,63-77,Oklahoma,SEC,28,9,0.7567567567567568,21.26,113.8,92.5,B12,29,8,0.7837837837837838,23.78,117.9,94.1
2016,Sweet 16,South,Kansas,1,Maryland,5,79-63,Kansas,B12,33,5,0.868421052631579,29.67,120.0,90.4,B10,27,9,0.75,20.25,116.2,95.9
2016,Sweet 16,South,Miami FL,3,Villanova,2,69-92,Villanova,ACC,27,8,0.7714285714285715,22.44,119.4,96.9,BE,35,5,0.875,32.01,122.8,90.8
2016,Sweet 16,Midwest,Virginia,1,Iowa St.,4,84-71,Virginia,ACC,29,8,0.7837837837837838,29.64,120.6,91.0,B12,23,12,0.6571428571428571,20.95,121.2,100.3
2016,Sweet 16,Midwest,Gonzaga,11,Syracuse,10,60-63,Syracuse,WCC,28,8,0.7777777777777778,20.82,116.3,95.5,ACC,23,14,0.6216216216216216,18.57,112.7,94.1
2016,Elite Eight,East,North Carolina,1,Notre Dame,6,88-74,North Carolina,ACC,33,7,0.825,29.82,124.4,94.6,ACC,24,12,0.6666666666666666,16.6,120.6,104.0
2016,Elite Eight,West,Oregon,1,Oklahoma,2,68-80,Oklahoma,P12,31,7,0.8157894736842105,22.68,119.1,96.4,B12,29,8,0.7837837837837838,23.78,117.9,94.1
2016,Elite Eight,South,Kansas,1,Villanova,2,59-64,Villanova,B12,33,5,0.868421052631579,29.67,120.0,90.4,BE,35,5,0.875,32.01,122.8,90.8
2016,Elite Eight,Midwest,Virginia,1,Syracuse,10,62-68,Syracuse,ACC,29,8,0.7837837837837838,29.64,120.6,91.0,ACC,23,14,0.6216216216216216,18.57,112.7,94.1
2016,Final Four,National,Villanova,2,Oklahoma,2,95-51,Villanova,BE,35,5,0.875,32.01,122.8,90.8,B12,29,8,0.7837837837837838,23.78,117.9,94.1
2016,Final Four,National,North Carolina,1,Syracuse,10,83-66,North Carolina,ACC,33,7,0.825,29.82,124.4,94.6,ACC,23,14,0.6216216216216216,18.57,112.7,94.1
2016,Championship,National,Villanova,2,North Carolina,1,77-74,Villanova,BE,35,5,0.875,32.01,122.8,90.8,ACC,33,7,0.825,29.82,124.4,94.6
2017,First Round,East,Villanova,1,Mount St. Mary's,16,76-56,Villanova,BE,32,4,0.8888888888888888,29.88,122.4,92.5,NEC,20,16,0.5555555555555556,-3.86,99.5,103.4
2017,First Round,East,Wisconsin,8,Virginia Tech,9,84-74,Wisconsin,B10,27,10,0.7297297297297297,22.99,115.1,92.1,ACC,22,11,0.6666666666666666,13.8,117.3,103.5
2017,First Round,East,Virginia,5,UNC Wilmington,12,76-71,Virginia,ACC,23,11,0.6764705882352942,24.29,112.2,88.0,CAA,29,6,0.8285714285714286,12.46,118.0,105.5
2017,First Round,East,Florida,4,East Tennessee St.,13,80-65,Florida,SEC,27,9,0.75,27.5,116.9,89.5,SC,27,8,0.7714285714285715,11.1,108.0,96.9
2017,First Round,East,SMU,6,USC,11,65-66,USC,Amer,30,5,0.8571428571428571,24.73,119.8,95.0,P12,26,10,0.7222222222222222,13.45,114.2,100.7
2017,First Round,East,Baylor,3,New Mexico St.,14,91-73,Baylor,B12,27,8,0.7714285714285715,24.23,117.1,92.9,WAC,28,6,0.8235294117647058,7.89,110.5,102.6
2017,First Round,East,South Carolina,7,Marquette,10,93-73,South Carolina,SEC,26,11,0.7027027027027027,20.8,108.9,88.1,BE,19,13,0.59375,16.58,120.8,104.2
2017,First Round,East,Duke,2,Troy,15,87-65,Duke,ACC,28,9,0.7567567567567568,24.17,121.0,96.8,SB,22,15,0.5945945945945946,2.04,109.7,107.6
2017,First Round,West,Gonzaga,1,South Dakota St.,16,66-46,Gonzaga,WCC,37,2,0.9487179487179487,32.05,118.4,86.3,Sum,18,17,0.5142857142857142,-1.19,110.2,111.4
2017,First Round,West,Northwestern,8,Vanderbilt,9,68-66,Northwestern,B10,24,12,0.6666666666666666,15.81,111.3,95.5,SEC,19,16,0.5428571428571428,16.53,112.4,95.9
2017,First Round,West,Notre Dame,5,Princeton,12,60-58,Notre Dame,ACC,26,10,0.7222222222222222,19.74,118.1,98.4,Ivy,23,7,0.7666666666666667,12.61,109.0,96.4
