Year,Round,Region,Team1,Seed1,Team2,Seed2,Score,Winner,Team1_Conf,Team1_Wins,Team1_Losses,Team1_WinPct,Team1_NetRtg,Team1_ORtg,Team1_DRtg,Team2_Conf,Team2_Wins,Team2_Losses,Team2_WinPct,Team2_NetRtg,Team2_ORtg,Team2_DRtg
2012,First Round,Midwest,North Carolina,1,Vermont,16,77-58,North Carolina,ACC,32,6,0.8421052631578947,25.44,116.1,90.7,AE,24,12,0.6666666666666666,5.17,105.3,100.1
2012,First Round,Midwest,Creighton,8,Alabama,9,58-57,Creighton,MVC,29,6,0.8285714285714286,16.47,119.2,102.7,SEC,21,12,0.6363636363636364,16.69,106.1,89.5
2012,First Round,Midwest,Temple,5,South Florida,12,44-58,South Florida,A10,24,8,0.75,14.49,113.3,98.9,BE,22,14,0.6111111111111112,13.13,103.9,90.8
2012,First Round,Midwest,Michigan,4,Ohio,13,60-65,Ohio,B10,24,10,0.7058823529411765,17.52,114.3,96.8,MAC,29,8,0.7837837837837838,11.88,106.6,94.7
2012,First Round,Midwest,San Diego St.,6,N.C. State,11,65-79,NC State,MWC,26,8,0.7647058823529411,11.16,107.0,95.8,ACC,24,13,0.6486486486486487,14.22,112.1,97.9
2012,First Round,Midwest,Georgetown,3,Belmont,14,74-59,Georgetown,BE,24,9,0.7272727272727273,21.05,111.2,90.1,ASun,27,8,0.7714285714285715,16.96,117.1,100.1
2012,First Round,Midwest,Saint Mary's,7,Purdue,10,69-72,Purdue,WCC,27,6,0.8181818181818182,15.48,114.3,98.8,B10,22,13,0.6285714285714286,16.25,116.2,99.9
2012,First Round,Midwest,Kansas,2,Detroit,15,65-50,Kansas,B12,32,7,0.8205128205128205,26.91,114.0,87.1,Horz,22,14,0.6111111111111112,5.48,108.1,102.6
2012,Second Round,East,Syracuse,1,Kansas St.,8,75-59,Syracuse,BE,34,3,0.918918918918919,26.04,117.7,91.7,B12,22,11,0.6666666666666666,17.52,109.8,92.3
2012,Second Round,East,Vanderbilt,5,Wisconsin,4,57-60,Wisconsin,SEC,25,11,0.6944444444444444,20.9,115.6,94.7,B10,26,10,0.7222222222222222,24.09,113.7,89.6
2012,Second Round,East,Cincinnati,6,Florida St.,3,62-56,Cincinatti,BE,26,11,0.7027027027027027,16.03,109.5,93.5,ACC,25,10,0.7142857142857143,17.14,107.6,90.4
2012,Second Round,East,Gonzaga,7,Ohio St.,2,66-73,Ohio St.,WCC,26,7,0.7878787878787878,18.39,113.1,94.7,B10,31,8,0.7948717948717948,30.07,118.1,88.1
2012,Second Round,West,Michigan St.,1,Saint Louis,9,65-61,Michigan St.,B10,29,8,0.7837837837837838,27.87,114.7,86.9,A10,26,8,0.7647058823529411,21.2,111.9,90.7
2012,Second Round,West,New Mexico,5,Louisville,4,56-59,Louisville,MWC,28,7,0.8,19.45,110.8,91.4,BE,30,10,0.75,20.67,106.2,85.5
2012,Second Round,West,Murray St.,6,Marquette,3,53-62,Marquette,OVC,31,2,0.9393939393939394,15.34,108.5,93.2,BE,27,8,0.7714285714285715,20.22,111.5,91.3
2012,Second Round,West,Florida,7,Norfolk St.,15,84-50,Florida,SEC,26,11,0.7027027027027027,22.47,120.4,98.0,MEAC,26,10,0.7222222222222222,-1.82,100.9,102.7
2012,Second Round,South,Kentucky,1,Iowa St.,8,87-71,Kentucky,SEC,38,2,0.95,32.59,122.2,89.6,B12,23,11,0.6764705882352942,16.69,113.9,97.2
2012,Second Round,South,VCU,12,Indiana,4,61-63,Indiana,CAA,29,7,0.8055555555555556,13.45,106.9,93.5,B10,27,9,0.75,22.55,120.2,97.6
2012,Second Round,South,Colorado,11,Baylor,3,63-80,Baylor,P12,24,12,0.6666666666666666,8.89,104.8,95.9,B12,30,8,0.7894736842105263,21.29,116.0,94.7
2012,Second Round,South,Xavier,10,Lehigh,15,70-58,Xavier,A10,23,13,0.6388888888888888,12.59,108.7,96.1,Pat,27,8,0.7714285714285715,9.29,108.6,99.3
2012,Second Round,Midwest,North Carolina,1,Creighton,8,87-73,North Carolina,ACC,32,6,0.8421052631578947,25.44,116.1,90.7,MVC,29,6,0.8285714285714286,16.47,119.2,102.7
2012,Second Round,Midwest,South Florida,12,Ohio,13,56-62,Ohio,BE,22,14,0.6111111111111112,13.13,103.9,90.8,MAC,29,8,0.7837837837837838,11.88,106.6,94.7
2012,Second Round,Midwest,N.C. State,11,Georgetown,3,66-63,NC State,ACC,24,13,0.6486486486486487,14.22,112.1,97.9,BE,24,9,0.7272727272727273,21.05,111.2,90.1
2012,Second Round,Midwest,Purdue,10,Kansas,2,60-63,Kansas,B10,22,13,0.6285714285714286,16.25,116.2,99.9,B12,32,7,0.8205128205128205,26.91,114.0,87.1
2012,Sweet 16,East,Syracuse,1,Wisconsin,4,64-63,Syracuse,BE,34,3,0.918918918918919,26.04,117.7,91.7,B10,26,10,0.7222222222222222,24.09,113.7,89.6
2012,Sweet 16,East,Cincinnati,6,Ohio St.,2,66-81,Ohio St.,BE,26,11,0.7027027027027027,16.03,109.5,93.5,B10,31,8,0.7948717948717948,30.07,118.1,88.1
2012,Sweet 16,West,Michigan St.,1,Louisville,4,44-57,Louisville,B10,29,8,0.7837837837837838,27.87,114.7,86.9,BE,30,10,0.75,20.67,106.2,85.5
2012,Sweet 16,West,Marquette,3,Florida,7,58-68,Florida,BE,27,8,0.7714285714285715,20.22,111.5,91.3,SEC,26,11,0.7027027027027027,22.47,120.4,98.0
2012,Sweet 16,South,Kentucky,1,Indiana,4,102-90,Kentucky,SEC,38,2,0.95,32.59,122.2,89.6,B10,27,9,0.75,22.55,120.2,97.6
2012,Sweet 16,South,Baylor,3,Xavier,10,75-70,Baylor,B12,30,8,0.7894736842105263,21.29,116.0,94.7,A10,23,13,0.6388888888888888,12.59,108.7,96.1
2012,Sweet 16,Midwest,North Carolina,1,Ohio,13,73-65,North Carolina,ACC,32,6,0.8421052631578947,25.44,116.1,90.7,MAC,29,8,0.7837837837837838,11.88,106.6,94.7
2012,Sweet 16,Midwest,N.C. State,11,Kansas,2,57-60,Kansas,ACC,24,13,0.6486486486486487,14.22,112.1,97.9,B12,32,7,0.8205128205128205,26.91,114.0,87.1
2012,Elite Eight,East,Syracuse,1,Ohio St.,2,70-77,Ohio St.,BE,34,3,0.918918918918919,26.04,117.7,91.7,B10,31,8,0.7948717948717948,30.07,118.1,88.1
2012,Elite Eight,West,Louisville,4,Florida,7,72-68,Louisville,BE,30,10,0.75,20.67,106.2,85.5,SEC,26,11,0.7027027027027027,22.47,120.4,98.0
2012,Elite Eight,South,Kentucky,1,Baylor,3,82-70,Kentucky,SEC,38,2,0.95,32.59,122.2,89.6,B12,30,8,0.7894736842105263,21.29,116.0,94.7
2012,Elite Eight,Midwest,North Carolina,1,Kansas,2,67-80,Kansas,ACC,32,6,0.8421052631578947,25.44,116.1,90.7,B12,32,7,0.8205128205128205,26.91,114.0,87.1
2012,Final Four,National,Kentucky,1,Louisville,4,69-61,Kentucky,SEC,38,2,0.95,32.59,122.2,89.6,BE,30,10,0.75,20.67,106.2,85.5
2012,Final Four,National,Ohio St.,2,Kansas,2,62-64,Kansas,B10,31,8,0.7948717948717948,30.07,118.1,88.1,B12,32,7,0.8205128205128205,26.91,114.0,87.1
2012,Championship,National,Kentucky,1,Kansas,2,67-59,Kentucky,SEC,38,2,0.95,32.59,122.2,89.6,B12,32,7,0.8205128205128205,26.91,114.0,87.1
2013,First Round,East,Indiana,1,James Madison,16,83-62,Indiana,B10,29,7,0.8055555555555556,29.31,120.8,91.5,CAA,21,15,0.5833333333333334,-0.92,100.2,101.1
2013,First Round,East,N.C. State,8,Temple,9,72-76,Temple,ACC,24,11,0.6857142857142857,16.99,116.8,99.8,A10,24,10,0.7058823529411765,12.67,111.3,98.6
2013,First Round,East,UNLV,5,California,12,61-64,California,MWC,25,10,0.7142857142857143,16.07,106.0,90.0,P12,21,12,0.6363636363636364,13.11,107.3,94.2
2013,First Round,East,Syracuse,4,Montana,13,81-34,Syracuse,BE,30,10,0.75,24.83,113.1,88.3,BSky,25,7,0.78125,2.14,104.9,102.8
2013,First Round,East,Butler,6,Bucknell,11,68-56,Butler,A10,27,9,0.75,15.41,110.5,95.1,Pat,28,6,0.8235294117647058,12.72,107.3,94.6
2013,First Round,East,Marquette,3,Davidson,14,59-58,Marquette,BE,26,9,0.7428571428571429,18.32,113.2,94.9,SC,26,8,0.7647058823529411,11.36,112.1,100.7
2013,First Round,East,Illinois,7,Colorado,10,57-49,Illinois,B10,23,13,0.6388888888888888,15.82,110.6,94.8,P12,21,12,0.6363636363636364,14.62,106.5,91.9
2013,First Round,East,Miami FL,2,Pacific,15,78-49,Miami,ACC,29,7,0.8055555555555556,22.37,113.6,91.3,BW,22,13,0.6285714285714286,3.96,106.1,102.2
2013,First Round,West,Gonzaga,1,Southern,16,64-58,Gonzaga,WCC,32,3,0.9142857142857143,27.81,120.5,92.7,SWAC,23,10,0.696969696969697,0.5,99.3,98.8
2013,First Round,West,Pittsburgh,8,Wichita St.,9,55-73,Wichita St.,BE,24,9,0.7272727272727273,24.08,115.6,91.5,MVC,30,9,0.7692307692307693,20.31,111.8,91.5
2013,First Round,West,Wisconsin,5,Mississippi,12,46-57,Ole Miss,B10,23,12,0.6571428571428571,22.57,108.3,85.7,SEC,27,9,0.75,16.95,112.3,95.3
2013,First Round,West,Kansas St.,4,La Salle,13,61-63,La Salle,B12,27,8,0.7714285714285715,18.16,113.5,95.3,A10,24,10,0.7058823529411765,13.89,111.8,98.0
2013,First Round,West,Arizona,6,Belmont,11,81-64,Arizona,P12,27,8,0.7714285714285715,21.88,115.4,93.5,OVC,26,7,0.7878787878787878,14.92,111.6,96.6
2013,First Round,West,New Mexico,3,Harvard,14,62-68,Harvard,MWC,29,6,0.8285714285714286,19.02,109.9,90.9,Ivy,20,10,0.6666666666666666,7.07,108.1,101.1
2013,First Round,West,Notre Dame,7,Iowa St.,10,58-76,Iowa St.,BE,25,10,0.7142857142857143,16.65,114.6,97.9,B12,23,12,0.6571428571428571,17.63,117.5,99.8
2013,First Round,West,Ohio St.,2,Iona,15,95-70,Ohio St.,B10,29,8,0.7837837837837838,25.42,115.1,89.7,MAAC,20,14,0.5882352941176471,7.45,114.4,106.9
2013,First Round,South,Kansas,1,Western Kentucky,16,64-57,Kansas,B12,31,6,0.8378378378378378,25.23,112.7,87.5,SB,20,16,0.5555555555555556,-0.41,101.8,102.2
2013,First Round,South,North Carolina,8,Villanova,9,78-71,North Carolina,ACC,25,11,0.6944444444444444,17.14,112.2,95.1,BE,20,14,0.5882352941176471,13.57,106.3,92.7
2013,First Round,South,VCU,5,Akron,12,88-42,VCU,A10,27,9,0.75,20.28,114.0,93.7,MAC,26,7,0.7878787878787878,11.52,106.8,95.2
2013,First Round,South,Michigan,4,South Dakota St.,13,71-56,Michigan,B10,31,8,0.7948717948717948,27.86,121.9,94.0,Sum,25,10,0.7142857142857143,6.79,112.0,105.2
2013,First Round,South,UCLA,6,Minnesota,11,63-83,Minnesota,P12,25,10,0.7142857142857143,14.53,111.1,96.6,B10,21,13,0.6176470588235294,19.85,114.8,95.0
2013,First Round,South,Florida,3,Northwestern St.,14,79-47,Florida,SEC,29,8,0.7837837837837838,31.18,117.2,86.0,Slnd,23,9,0.71875,2.82,106.6,103.8
2013,First Round,South,San Diego St.,7,Oklahoma,10,70-55,San Diego St.,MWC,23,11,0.6764705882352942,17.43,107.7,90.3,B12,20,12,0.625,13.8,111.1,97.3
2013,First Round,South,Georgetown,2,Florida Gulf Coast,15,68-78,FGCU,BE,25,7,0.78125,21.24,107.6,86.4,ASun,26,11,0.7027027027027027,6.27,104.9,98.6
2013,First Round,Midwest,Louisville,1,North Carolina A&T,16,79-48,Louisville,BE,35,5,0.875,32.92,117.7,84.8,MEAC,20,17,0.5405405405405406,-5.3,93.2,98.5
2013,First Round,Midwest,Colorado St.,8,Missouri,9,84-72,Colorado St.,MWC,26,9,0.7428571428571429,19.12,117.9,98.8,SEC,23,11,0.6764705882352942,18.53,114.9,96.4
2013,First Round,Midwest,Oklahoma St.,5,Oregon,12,55-68,Oregon,B12,24,9,0.7272727272727273,18.69,109.0,90.3,P12,28,9,0.7567567567567568,16.78,106.6,89.8
2013,First Round,Midwest,Saint Louis,4,New Mexico St.,13,64-44,Saint Louis,A10,28,7,0.8,20.01,108.6,88.6,WAC,24,11,0.6857142857142857,7.68,104.7,97.1
2013,First Round,Midwest,Memphis,6,Saint Mary's,11,54-52,Memphis,CUSA,31,5,0.8611111111111112,16.33,107.3,91.0,WCC,28,7,0.8,19.33,116.1,96.8
2013,First Round,Midwest,Michigan St.,3,Valparaiso,14,65-54,Michigan St.,B10,27,9,0.75,24.17,112.6,88.5,Horz,26,8,0.7647058823529411,11.42,110.7,99.3
2013,First Round,Midwest,Creighton,7,Cincinnati,10,67-63,Creighton,MVC,28,8,0.7777777777777778,21.75,118.3,96.5,BE,22,12,0.6470588235294118,15.57,105.9,90.4
2013,First Round,Midwest,Duke,2,Albany,15,73-61,Duke,ACC,30,6,0.8333333333333334,26.98,119.1,92.1,AE,24,11,0.6857142857142857,1.36,102.6,101.3
2013,Second Round,East,Indiana,1,Temple,9,58-52,Indiana,B10,29,7,0.8055555555555556,29.31,120.8,91.5,A10,24,10,0.7058823529411765,12.67,111.3,98.6
2013,Second Round,East,California,12,Syracuse,4,60-66,Syracuse,P12,21,12,0.6363636363636364,13.11,107.3,94.2,BE,30,10,0.75,24.83,113.1,88.3
2013,Second Round,East,Butler,6,Marquette,3,72-74,Marquette,A10,27,9,0.75,15.41,110.5,95.1,BE,26,9,0.7428571428571429,18.32,113.2,94.9
2013,Second Round,East,Illinois,7,Miami FL,2,59-63,Miami,B10,23,13,0.6388888888888888,15.82,110.6,94.8,ACC,29,7,0.8055555555555556,22.37,113.6,91.3
2013,Second Round,West,Gonzaga,1,Wichita St.,9,70-76,Wichita St.,WCC,32,3,0.9142857142857143,27.81,120.5,92.7,MVC,30,9,0.7692307692307693,20.31,111.8,91.5
2013,Second Round,West,Mississippi,12,La Salle,13,74-76,La Salle,SEC,27,9,0.75,16.95,112.3,95.3,A10,24,10,0.7058823529411765,13.89,111.8,98.0
2013,Second Round,West,Arizona,6,Harvard,14,74-51,Arizona,P12,27,8,0.7714285714285715,21.88,115.4,93.5,Ivy,20,10,0.6666666666666666,7.07,108.1,101.1
2013,Second Round,West,Iowa St.,10,Ohio St.,2,75-78,Ohio St.,B12,23,12,0.6571428571428571,17.63,117.5,99.8,B10,29,8,0.7837837837837838,25.42,115.1,89.7
2013,Second Round,South,Kansas,1,North Carolina,8,70-58,Kansas,B12,31,6,0.8378378378378378,25.23,112.7,87.5,ACC,25,11,0.6944444444444444,17.14,112.2,95.1
2013,Second Round,South,VCU,5,Michigan,4,53-78,Michigan,A10,27,9,0.75,20.28,114.0,93.7,B10,31,8,0.7948717948717948,27.86,121.9,94.0
2013,Second Round,South,Minnesota,11,Florida,3,64-78,Florida,B10,21,13,0.6176470588235294,19.85,114.8,95.0,SEC,29,8,0.7837837837837838,31.18,117.2,86.0
2013,Second Round,South,San Diego St.,7,Florida Gulf Coast,15,71-81,FGCU,MWC,23,11,0.6764705882352942,17.43,107.7,90.3,ASun,26,11,0.7027027027027027,6.27,104.9,98.6
2013,Second Round,Midwest,Louisville,1,Colorado St.,8,82-56,Louisville,BE,35,5,0.875,32.92,117.7,84.8,MWC,26,9,0.7428571428571429,19.12,117.9,98.8
2013,Second Round,Midwest,Oregon,12,Saint Louis,4,74-57,Oregon,P12,28,9,0.7567567567567568,16.78,106.6,89.8,A10,28,7,0.8,20.01,108.6,88.6
2013,Second Round,Midwest,Memphis,6,Michigan St.,3,48-70,Michigan St.,CUSA,31,5,0.8611111111111112,16.33,107.3,91.0,B10,27,9,0.75,24.17,112.6,88.5
2013,Second Round,Midwest,Creighton,7,Duke,2,50-66,Duke,MVC,28,8,0.7777777777777778,21.75,118.3,96.5,ACC,30,6,0.8333333333333334,26.98,119.1,92.1
2013,Sweet 16,East,Indiana,1,Syracuse,4,50-61,Syracuse,B10,29,7,0.8055555555555556,29.31,120.8,91.5,BE,30,10,0.75,24.83,113.1,88.3
2013,Sweet 16,East,Marquette,3,Miami FL,2,71-61,Marquette,BE,26,9,0.7428571428571429,18.32,113.2,94.9,ACC,29,7,0.8055555555555556,22.37,113.6,91.3
2013,Sweet 16,West,Wichita St.,9,La Salle,13,72-58,Wichita St.,MVC,30,9,0.7692307692307693,20.31,111.8,91.5,A10,24,10,0.7058823529411765,13.89,111.8,98.0
2013,Sweet 16,West,Arizona,6,Ohio St.,2,70-73,Ohio St.,P12,27,8,0.7714285714285715,21.88,115.4,93.5,B10,29,8,0.7837837837837838,25.42,115.1,89.7
2013,Sweet 16,South,Kansas,1,Michigan,4,85-87,Michigan,B12,31,6,0.8378378378378378,25.23,112.7,87.5,B10,31,8,0.7948717948717948,27.86,121.9,94.0
2013,Sweet 16,South,Florida,3,Florida Gulf Coast,15,62-50,Florida,SEC,29,8,0.7837837837837838,31.18,117.2,86.0,ASun,26,11,0.7027027027027027,6.27,104.9,98.6
2013,Sweet 16,Midwest,Louisville,1,Oregon,12,77-69,Louisville,BE,35,5,0.875,32.92,117.7,84.8,P12,28,9,0.7567567567567568,16.78,106.6,89.8
2013,Sweet 16,Midwest,Michigan St.,3,Duke,2,61-71,Duke,B10,27,9,0.75,24.17,112.6,88.5,ACC,30,6,0.8333333333333334,26.98,119.1,92.1
2013,Elite Eight,East,Syracuse,4,Marquette,3,55-39,Syracuse,BE,30,10,0.75,24.83,113.1,88.3,BE,26,9,0.7428571428571429,18.32,113.2,94.9
2013,Elite Eight,West,Wichita St.,9,Ohio St.,2,70-66,Wichita St.,MVC,30,9,0.7692307692307693,20.31,111.8,91.5,B10,29,8,0.7837837837837838,25.42,115.1,89.7
2013,Elite Eight,South,Michigan,4,Florida,3,79-59,Michigan,B10,31,8,0.7948717948717948,27.86,121.9,94.0,SEC,29,8,0.7837837837837838,31.18,117.2,86.0
2013,Elite Eight,Midwest,Louisville,1,Duke,2,85-63,Louisville,BE,35,5,0.875,32.92,117.7,84.8,ACC,30,6,0.8333333333333334,26.98,119.1,92.1
2013,Final Four,National,Louisville,1,Wichita St.,9,72-68,Louisville,BE,35,5,0.875,32.92,117.7,84.8,MVC,30,9,0.7692307692307693,20.31,111.8,91.5
2013,Final Four,National,Michigan,4,Syracuse,4,61-56,Michigan,B10,31,8,0.7948717948717948,27.86,121.9,94.0,BE,30,10,0.75,24.83,113.1,88.3
2013,Championship,National,Louisville,1,Michigan,4,82-76,Louisville,BE,35,5,0.875,32.92,117.7,84.8,B10,31,8,0.7948717948717948,27.86,121.9,94.0
2014,First Round,East,Virginia,1,Coastal Carolina,16,70-59,Virginia,ACC,30,7,0.8108108108108109,26.46,114.8,88.3,BSth,21,13,0.6176470588235294,-4.98,98.2,103.2
2014,First Round,East,Memphis,8,George Washington,9,71-66,Memphis,Amer,24,10,0.7058823529411765,15.22,112.4,97.1,A10,24,9,0.7272727272727273,13.82,110.8,97.0
2014,First Round,East,Cincinnati,5,Harvard,12,57-61,Harvard,Amer,27,7,0.7941176470588235,19.24,109.7,90.4,Ivy,27,5,0.84375,17.58,112.9,95.3
2014,First Round,East,Michigan St.,4,Delaware,13,93-78,Michigan St.,B10,29,9,0.7631578947368421,23.92,118.6,94.7,CAA,25,10,0.7142857142857143,5.83,112.0,106.2
2014,First Round,East,North Carolina,6,Providence,11,79-77,North Carolina,ACC,24,10,0.7058823529411765,18.44,112.6,94.2,BE,23,12,0.6571428571428571,13.81,114.6,100.8
2014,First Round,East,Iowa St.,3,North Carolina Central,14,93-75,Iowa St.,B12,28,8,0.7777777777777778,21.07,118.9,97.8,MEAC,28,6,0.8235294117647058,7.98,108.6,100.7
2014,First Round,East,Connecticut,7,Saint Joseph's,10,89-81,Uconn,Amer,32,8,0.8,22.13,113.6,91.5,A10,24,10,0.7058823529411765,12.93,112.3,99.4
2014,First Round,East,Villanova,2,Milwaukee,15,73-53,Villanova,BE,29,5,0.8529411764705882,23.68,116.3,92.6,Horz,21,14,0.6,0.08,104.7,104.6
2014,First Round,West,Arizona,1,Weber St.,16,68-59,Arizona,P12,33,5,0.868421052631579,30.11,116.5,86.4,BSky,19,12,0.6129032258064516,-0.62,106.4,107.0
2014,First Round,West,Gonzaga,8,Oklahoma St.,9,85-77,Gonzaga,WCC,29,7,0.8055555555555556,20.14,114.0,93.8,B12,21,13,0.6176470588235294,20.98,115.9,95.0
2014,First Round,West,Oklahoma,5,North Dakota St.,12,75-80,North Dakota St.,B12,23,10,0.696969696969697,17.9,117.9,100.0,Sum,26,7,0.7878787878787878,11.76,115.5,103.7
2014,First Round,West,San Diego St.,4,New Mexico St.,13,73-69,San Diego St.,MWC,31,5,0.8611111111111112,20.38,110.4,90.0,WAC,26,10,0.7222222222222222,10.54,112.9,102.4
2014,First Round,West,Baylor,6,Nebraska,11,74-60,Baylor,B12,26,12,0.6842105263157895,19.39,118.9,99.5,B10,19,13,0.59375,12.64,108.8,96.1
2014,First Round,West,Creighton,3,Louisiana Lafayette,14,76-66,Creighton,BE,27,8,0.7714285714285715,21.72,124.2,102.5,SB,23,12,0.6571428571428571,5.19,110.2,105.0
2014,First Round,West,Oregon,7,BYU,10,87-68,Oregon,P12,24,10,0.7058823529411765,19.02,118.9,99.9,WCC,23,12,0.6571428571428571,13.77,114.5,100.7
2014,First Round,West,Wisconsin,2,American,15,75-35,Wisconsin,B10,30,8,0.7894736842105263,25.89,122.0,96.1,Pat,20,13,0.6060606060606061,4.57,103.4,98.9
2014,First Round,South,Florida,1,Albany,16,67-55,Florida,SEC,36,3,0.9230769230769231,28.57,116.5,88.0,AE,19,15,0.5588235294117647,-1.04,102.9,103.9
2014,First Round,South,Colorado,8,Pittsburgh,9,48-77,Pitt,P12,23,12,0.6571428571428571,11.2,107.7,96.5,ACC,26,10,0.7222222222222222,21.89,116.9,95.0
2014,First Round,South,VCU,5,Stephen F. Austin,12,75-77,SF Austin,A10,26,9,0.7428571428571429,19.8,109.2,89.4,Slnd,32,3,0.9142857142857143,10.83,112.3,101.5
2014,First Round,South,UCLA,4,Tulsa,13,76-59,UCLA,P12,28,9,0.7567567567567568,22.53,118.7,96.1,CUSA,21,13,0.6176470588235294,8.93,106.1,97.2
2014,First Round,South,Ohio St.,6,Dayton,11,59-60,Dayton,B10,25,10,0.7142857142857143,21.3,109.3,88.0,A10,26,11,0.7027027027027027,14.25,113.8,99.6
2014,First Round,South,Syracuse,3,Western Michigan,14,77-53,Syracuse,ACC,28,6,0.8235294117647058,21.62,114.6,93.0,MAC,23,10,0.696969696969697,3.36,106.3,103.0
2014,First Round,South,New Mexico,7,Stanford,10,53-58,Stanford,MWC,27,7,0.7941176470588235,17.15,113.5,96.3,P12,23,13,0.6388888888888888,16.06,112.4,96.4
2014,First Round,South,Kansas,2,Eastern Kentucky,15,80-69,Kansas,B12,25,10,0.7142857142857143,24.6,119.3,94.7,OVC,24,10,0.7058823529411765,3.96,112.4,108.4
2014,First Round,Midwest,Wichita St.,1,Cal Poly,16,64-37,Wichita St.,MVC,35,1,0.9722222222222222,25.36,117.8,92.4,BW,14,20,0.4117647058823529,-0.82,103.6,104.4
2014,First Round,Midwest,Kentucky,8,Kansas St.,9,56-49,Kentucky,SEC,29,11,0.725,22.55,118.3,95.8,B12,20,13,0.6060606060606061,14.1,107.8,93.7
2014,First Round,Midwest,Saint Louis,5,N.C. State,12,83-80,Saint Louis,A10,27,7,0.7941176470588235,15.72,105.7,90.0,ACC,22,14,0.6111111111111112,11.6,114.0,102.4
2014,First Round,Midwest,Louisville,4,Manhattan,13,71-64,Louisville,Amer,31,6,0.8378378378378378,30.41,118.9,88.5,MAAC,25,8,0.7575757575757576,10.21,107.2,97.0
2014,First Round,Midwest,Massachusetts,6,Tennessee,11,67-86,Tennesse,A10,24,9,0.7272727272727273,13.46,110.0,96.5,SEC,24,13,0.6486486486486487,23.69,117.9,94.2
2014,First Round,Midwest,Duke,3,Mercer,14,71-78,Mercer,ACC,26,9,0.7428571428571429,24.25,124.7,100.4,ASun,27,9,0.75,8.34,110.8,102.4
2014,First Round,Midwest,Texas,7,Arizona St.,10,87-85,Texas,B12,24,11,0.6857142857142857,14.52,111.8,97.3,P12,21,12,0.6363636363636364,14.82,111.2,96.4
2014,First Round,Midwest,Michigan,2,Wofford,15,57-40,Michigan,B10,28,9,0.7567567567567568,23.44,123.9,100.5,SC,20,13,0.6060606060606061,-1.94,100.6,102.6
2014,Second Round,East,Virginia,1,Memphis,8,78-60,Virginia,ACC,30,7,0.8108108108108109,26.46,114.8,88.3,Amer,24,10,0.7058823529411765,15.22,112.4,97.1
2014,Second Round,East,Harvard,12,Michigan St.,4,73-80,Michigan St.,Ivy,27,5,0.84375,17.58,112.9,95.3,B10,29,9,0.7631578947368421,23.92,118.6,94.7
2014,Second Round,East,North Carolina,6,Iowa St.,3,83-85,Iowa St.,ACC,24,10,0.7058823529411765,18.44,112.6,94.2,B12,28,8,0.7777777777777778,21.07,118.9,97.8
2014,Second Round,East,Connecticut,7,Villanova,2,77-65,UConn,Amer,32,8,0.8,22.13,113.6,91.5,BE,29,5,0.8529411764705882,23.68,116.3,92.6
2014,Second Round,West,Arizona,1,Gonzaga,8,84-61,Arizona,P12,33,5,0.868421052631579,30.11,116.5,86.4,WCC,29,7,0.8055555555555556,20.14,114.0,93.8
2014,Second Round,West,North Dakota St.,12,San Diego St.,4,44-63,San Diego St.,Sum,26,7,0.7878787878787878,11.76,115.5,103.7,MWC,31,5,0.8611111111111112,20.38,110.4,90.0
2014,Second Round,West,Baylor,6,Creighton,3,85-55,Baylor,B12,26,12,0.6842105263157895,19.39,118.9,99.5,BE,27,8,0.7714285714285715,21.72,124.2,102.5
2014,Second Round,West,Oregon,7,Wisconsin,2,77-85,Wisconsin,P12,24,10,0.7058823529411765,19.02,118.9,99.9,B10,30,8,0.7894736842105263,25.89,122.0,96.1
2014,Second Round,South,Florida,1,Pittsburgh,9,61-45,Florida,SEC,36,3,0.9230769230769231,28.57,116.5,88.0,ACC,26,10,0.7222222222222222,21.89,116.9,95.0
2014,Second Round,South,Stephen F. Austin,12,UCLA,4,60-77,UCLA,Slnd,32,3,0.9142857142857143,10.83,112.3,101.5,P12,28,9,0.7567567567567568,22.53,118.7,96.1
2014,Second Round,South,Dayton,11,Syracuse,3,55-53,Dayton,A10,26,11,0.7027027027027027,14.25,113.8,99.6,ACC,28,6,0.8235294117647058,21.62,114.6,93.0
2014,Second Round,South,Stanford,10,Kansas,2,60-57,Stanford,P12,23,13,0.6388888888888888,16.06,112.4,96.4,B12,25,10,0.7142857142857143,24.6,119.3,94.7
2014,Second Round,Midwest,Wichita St.,1,Kentucky,8,76-78,Kentucky,MVC,35,1,0.9722222222222222,25.36,117.8,92.4,SEC,29,11,0.725,22.55,118.3,95.8
2014,Second Round,Midwest,Saint Louis,5,Louisville,4,51-66,Louisville,A10,27,7,0.7941176470588235,15.72,105.7,90.0,Amer,31,6,0.8378378378378378,30.41,118.9,88.5
2014,Second Round,Midwest,Tennessee,11,Mercer,14,83-63,Tennesse,SEC,24,13,0.6486486486486487,23.69,117.9,94.2,ASun,27,9,0.75,8.34,110.8,102.4
2014,Second Round,Midwest,Texas,7,Michigan,2,65-79,Michigan,B12,24,11,0.6857142857142857,14.52,111.8,97.3,B10,28,9,0.7567567567567568,23.44,123.9,100.5
2014,Sweet 16,East,Virginia,1,Michigan St.,4,59-61,Michigan St.,ACC,30,7,0.8108108108108109,26.46,114.8,88.3,B10,29,9,0.7631578947368421,23.92,118.6,94.7
